Column1,Typo,Target,Match 1,Match 12,Match 2,Match 22,Match 3,Column4,Column5
762,KtaminKtamine,Ketamine,Ketamine,1,Thiamine,0,Amikacin,0,
763,Kettmine,Ketamine,Ketamine,1,Sulfadoxine/pyrimethamine,0,Pyrimethamine,0,
764,KettmiVe,Ketamine,Ketamine,1,Pyrimethamine,0,Sulfadoxine/pyrimethamine,0,
765,Laculose,Lactulose,Lactulose,1,Glucose,0,Spironolactone,0,
766,aculose,Lactulose,Lactulose,1,Cycloserine,0,Glucose,0,
767,Lactulxose,Lactulose,Lactulose,1,Glucose,0,Flucytosine,0,
768,Lactulrse,Lactulose,Lactulose,1,Spironolactone,0,Alteplase,0,
769,LacEulrse,Lactulose,Lactulose,1,Platelets,0,Alteplase,0,
770,Lamivuadine,Lamivudine,Lamivudine,1,Abacavir/lamivudine,0,Lamivudine/zidovudine,0,
771,Lamivuine/zidovudine,Lamivudine/zidovudine,Lamivudine/zidovudine,1,Zidovudine,0,Lamivudine,0,
772,Lamivuxine/zidovudine,Lamivudine/zidovudine,Lamivudine/zidovudine,1,Zidovudine,0,Lamivudine,0,
773,Lamivudine/zidonudine,Lamivudine/zidovudine,Lamivudine/zidovudine,1,Lamivudine,0,Dolutegravir/lamivudine/tenofovir,0,
774,LamotZrigine,Lamotrigine,Lamotrigine,1,Lamivudine,0,Amitriptyline,0,
775,LamotZriginde,Lamotrigine,Lamotrigine,1,Amiloride,0,Amitriptyline,0,
776,Laotrigine,Lamotrigine,Lamotrigine,1,Neostigmine,0,Atropine,0,
777,Latanprost,Latanoprost,Latanoprost,1,Losartan,0,Daclatasvir/sofosbuvir,0,
778,Ltanprost,Latanoprost,Latanoprost,1,Ulipristal,0,Tacrolimus,0,
779,Latanopsost,Latanoprost,Latanoprost,1,Losartan,0,Ethanol,0,
780,Lediasvir/sofosbuvir,Ledipasvir/sofosbuvir,Ledipasvir/sofosbuvir,1,Sofosbuvir,0,Daclatasvir/sofosbuvir,0,
781,Ledipasvir/sofoshuvir,Ledipasvir/sofosbuvir,Ledipasvir/sofosbuvir,1,Sofosbuvir,0,Daclatasvir/sofosbuvir,0,
782,LenalidomidLenalidomide,Lenalidomide,Lenalidomide,1,Thalidomide,0,Lidocaine,0,
783,Lenaldomide,Lenalidomide,Lenalidomide,1,Thalidomide,0,Loperamide,0,
784,Lenalidomize,Lenalidomide,Lenalidomide,1,Thalidomide,0,Pentamidine,0,
785,Leuprorlin,Leuprorelin,Leuprorelin,1,Mupirocin,0,Bupropion,0,
786,LeuDrorelin,Leuprorelin,Leuprorelin,1,Fluorescein,0,Fludrocortisone,0,
787,LKvamisole,Levamisole,Levamisole,1,Calamine,0,Ketamine,0,
788,Levodopb/carbidopa,Levodopa/carbidopa,Levodopa/carbidopa,1,Carboplatin,0,Dopamine,0,
789,oevodopb/carbidopa,Levodopa/carbidopa,Levodopa/carbidopa,1,Carboplatin,0,Dopamine,0,
790,LevofloxDcin,Levofloxacin,Levofloxacin,1,Ofloxacin,0,Moxifloxacin,0,
791,Leofloxacin,Levofloxacin,Levofloxacin,1,Ofloxacin,0,Moxifloxacin,0,
792,Lefloxacin,Levofloxacin,Levofloxacin,1,Ofloxacin,0,Moxifloxacin,0,
793,Leonorgestrel,Levonorgestrel,Levonorgestrel,1,Levonorgestrel-releasing implant,0,Ethinylestradiol/levonorgestrel,0,
794,LevonorgestreFl,Levonorgestrel,Levonorgestrel,1,Ethinylestradiol/levonorgestrel,0,Levonorgestrel-releasing implant,0,
795,LevownorgestreFl,Levonorgestrel,Levonorgestrel,1,Ethinylestradiol/levonorgestrel,0,Levonorgestrel-releasing implant,0,
796,Levonorgestrl-releasing implant,Levonorgestrel-releasing implant,Levonorgestrel-releasing implant,1,Etonogestrel-releasing implant,0,Levonorgestrel,0,
797,LWevonorgestrel-releasing implant,Levonorgestrel-releasing implant,Levonorgestrel-releasing implant,1,Etonogestrel-releasing implant,0,Levonorgestrel,0,
798,LWevonorgestrelD-releasing implant,Levonorgestrel-releasing implant,Levonorgestrel-releasing implant,1,Etonogestrel-releasing implant,0,Levonorgestrel,0,
799,Levothyrwxine,Levothyroxine,Levothyroxine,1,Lamotrigine,0,Ergometrine,0,
800,LevothyroxinLevothyroxine,Levothyroxine,Levothyroxine,1,Pyridoxine,0,Levofloxacin,0,
801,Lidocaine/epiephrine,Lidocaine/epinephrine,Lidocaine/epinephrine,1,Lidocaine,0,Epinephrine,0,
802,Lidocaine/eiephrine,Lidocaine/epinephrine,Lidocaine/epinephrine,1,Lidocaine,0,Epinephrine,0,
803,Lidocaine/epinephribne,Lidocaine/epinephrine,Lidocaine/epinephrine,1,Lidocaine,0,Epinephrine,0,
804,LidocaCine/epinephrine,Lidocaine/epinephrine,Lidocaine/epinephrine,1,Epinephrine,0,Lidocaine,0,
805,LinezoliULinezolid,Linezolid,Linezolid,1,Iodine,0,Neostigmine,0,
806,LiiezoliULinezolid,Linezolid,Linezolid,1,Iodine,0,Colistin,0,
807,Linezolhid,Linezolid,Linezolid,1,Lamivudine/zidovudine,0,Diazoxide,0,
808,LHisinopril/amlodipine,Lisinopril/amlodipine,Lisinopril/amlodipine,1,Amlodipine,0,Amodiaquine,0,
809,LHiFsinopril/amlodipine,Lisinopril/amlodipine,Lisinopril/amlodipine,1,Amlodipine,0,Amodiaquine,0,
810,Lisinoprvl/amlodipine,Lisinopril/amlodipine,Lisinopril/amlodipine,1,Amlodipine,0,Telmisartan/amlodipine,0,
811,Lisinopril/amljdipine,Lisinopril/amlodipine,Lisinopril/amlodipine,1,Amlodipine,0,Telmisartan/amlodipine,0,
812,Lisinopril/hydrochglorothiazide,Lisinopril/hydrochlorothiazide,Lisinopril/hydrochlorothiazide,1,Hydrochlorothiazide,0,Telmisartan/hydrochlorothiazide,0,
813,LisinopriY/hydrochlorothiazide,Lisinopril/hydrochlorothiazide,Lisinopril/hydrochlorothiazide,1,Hydrochlorothiazide,0,Telmisartan/hydrochlorothiazide,0,
814,Lthium carbonate,Lithium carbonate,Lithium carbonate,1,Sodium hydrogen carbonate,0,Calcium gluconate,0,
815,Lithiumcarbonate,Lithium carbonate,Lithium carbonate,1,Calcium gluconate,0,Sodium hydrogen carbonate,0,
816,LithiumcarbonatLithiumcarbonate,Lithium carbonate,Lithium carbonate,1,Carboplatin,0,Glucagon,0,
817,LithiuL carbonate,Lithium carbonate,Lithium carbonate,1,Sodium hydrogen carbonate,0,Carboplatin,0,
818,LonR-acting insulin analogues,Long-acting insulin analogues,Long-acting insulin analogues,1,Intermediate-acting insulin,0,Loratadine,0,
819,LmnR-acting insulin analogues,Long-acting insulin analogues,Long-acting insulin analogues,1,Intermediate-acting insulin,0,Insulin injection (soluble),0,
820,LoKperamide,Loperamide,Loperamide,1,Metoclopramide,0,Clomipramine,0,
821,LoKpercamide,Loperamide,Loperamide,1,Tropicamide,0,Metoclopramide,0,
822,Lopinavir/ritonavdr,Lopinavir/ritonavir,Lopinavir/ritonavir,1,Ritonavir,0,Atazanavir/ritonavir,0,
823,Lopinavir/ritonXavir,Lopinavir/ritonavir,Lopinavir/ritonavir,1,Ritonavir,0,Atazanavir/ritonavir,0,
824,Lopinavir/rivtonXavir,Lopinavir/ritonavir,Lopinavir/ritonavir,1,Atazanavir/ritonavir,0,Ritonavir,0,
825,Lopqnavir/ritonavir,Lopinavir/ritonavir,Lopinavir/ritonavir,1,Ritonavir,0,Ombitasvir/paritaprevir/ritonavir,0,
826,LopqQavir/ritonavir,Lopinavir/ritonavir,Ritonavir,0,Lopinavir/ritonavir,1,Ombitasvir/paritaprevir/ritonavir,0,
827,hLoratadine,Loratadine,Loratadine,1,Halothane,0,Chlorhexidine,0,
828,hLoratapdine,Loratadine,Loratadine,1,Atropine,0,Halothane,0,
829,LorataAdine,Loratadine,Loratadine,1,Ranitidine,0,Losartan,0,
830,LorataAdXine,Loratadine,Loratadine,1,Ranitidine,0,Losartan,0,
831,Loranadine,Loratadine,Loratadine,1,Ranitidine,0,Eflornithine,0,
832,LoranadinbLoranadine,Loratadine,Loratadine,1,Ranitidine,0,Iodine,0,
833,LorazepUm,Lorazepam,Lorazepam,1,Diazepam,0,Clotrimazole,0,
834,LjrazepUm,Lorazepam,Lorazepam,1,Diazepam,0,Trastuzumab,0,
835,LorOazepam,Lorazepam,Lorazepam,1,Diazepam,0,Chlorpromazine,0,
836,LoTrOazepam,Lorazepam,Lorazepam,1,Diazepam,0,Clotrimazole,0,
837,Losatan,Losartan,Losartan,1,Loratadine,0,Latanoprost,0,
838,LosartaaLosartan,Losartan,Losartan,1,Halothane,0,Loratadine,0,
839,HosartaaLosartan,Losartan,Losartan,1,Halothane,0,Loratadine,0,
840,Lugol's solutioiLugol's solution,Lugol's solution,Lugol's solution,1,Colistin,0,Salbutamol,0,
841,dugol's solutioiLugol's solution,Lugol's solution,Lugol's solution,1,Colistin,0,Salbutamol,0,
842,ugol's solution,Lugol's solution,Lugol's solution,1,Intraperitoneal dialysis solution,0,"Sodium lactate, compound solution",0,
843,ugol'ssolution,Lugol's solution,Lugol's solution,1,Intraperitoneal dialysis solution,0,"Sodium lactate, compound solution",0,
844,Magnsium sulfate,Magnesium sulfate,Magnesium sulfate,1,Barium sulfate,0,Sodium thiosulfate,0,
845,Magnsium sulate,Magnesium sulfate,Magnesium sulfate,1,Barium sulfate,0,Sodium thiosulfate,0,
846,Manesium sulfate,Magnesium sulfate,Magnesium sulfate,1,Barium sulfate,0,Sodium thiosulfate,0,
847,AMannitol,Mannitol,Mannitol,1,Diphtheria antitoxin,0,Delamanid,0,
848,AMannitvol,Mannitol,Mannitol,1,Chloramphenicol,0,Diphtheria antitoxin,0,
849,MannZitol,Mannitol,Mannitol,1,Midazolam,0,Omeprazole,0,
850,MaannZitol,Mannitol,Mannitol,1,Diphtheria antitoxin,0,Midazolam,0,
851,Mannitl,Mannitol,Mannitol,1,Pyrantel,0,Imatinib,0,
852,MannitMannitl,Mannitol,Mannitol,1,Imatinib,0,Aprepitant,0,
853,Measle vaccine,Measles vaccine,Measles vaccine,1,Meningococcal meningitis vaccine,0,Japanese encephalitis vaccine,0,
854,MeasKes vaccine,Measles vaccine,Measles vaccine,1,Meningococcal meningitis vaccine,0,Japanese encephalitis vaccine,0,
855,MeaEKes vaccine,Measles vaccine,Measles vaccine,1,Haemophilus influenzae type b vaccine,0,Human papilloma virus (HPV) vaccine,0,
856,Mebzendazole,Mebendazole,Mebendazole,1,Albendazole,0,Benznidazole,0,
857,MeRbendazole,Mebendazole,Mebendazole,1,Metronidazole,0,Albendazole,0,
858,MedrSxyprogesterone acetate,Medroxyprogesterone acetate,Medroxyprogesterone acetate,1,Estradiol cypionate/medroxyprogesterone acetate,0,Testosterone,0,
859,MedrSxyprogesterone acptate,Medroxyprogesterone acetate,Medroxyprogesterone acetate,1,Estradiol cypionate/medroxyprogesterone acetate,0,Norethisterone enantate,0,
860,MefloqAuine,Mefloquine,Mefloquine,1,Artesunate/mefloquine,0,Quinine,0,
861,MefloqAuiTne,Mefloquine,Mefloquine,1,Artesunate/mefloquine,0,Eflornithine,0,
862,Meflokquine,Mefloquine,Mefloquine,1,Artesunate/mefloquine,0,Quinine,0,
863,MeflQokquine,Mefloquine,Mefloquine,1,Artesunate/mefloquine,0,Quinine,0,
864,Meflozquine,Mefloquine,Mefloquine,1,Artesunate/mefloquine,0,Quinine,0,
865,Meglumne iotroxate,Meglumine iotroxate,Meglumine iotroxate,1,Methotrexate,0,Caffeine citrate,0,
866,Meglumn iotroxate,Meglumine iotroxate,Meglumine iotroxate,1,Methotrexate,0,Amidotrizoate,0,
867,Meglymine iotroxate,Meglumine iotroxate,Meglumine iotroxate,1,Caffeine citrate,0,Methotrexate,0,
868,Meglymine iotroxbte,Meglumine iotroxate,Meglumine iotroxate,1,Caffeine citrate,0,Calamine,0,
869,Meglumine iotAroxate,Meglumine iotroxate,Meglumine iotroxate,1,Mefloquine,0,Caffeine citrate,0,
870,Meglumuine iotAroxate,Meglumine iotroxate,Meglumine iotroxate,1,Mefloquine,0,Methotrexate,0,
871,MelarGoprol,Melarsoprol,Melarsoprol,1,Dimercaprol,0,Enalapril,0,
872,Mlphalan,Melphalan,Melphalan,1,Pegylated interferon-alpha-2a,0,Halothane,0,
873,MeWphalan,Melphalan,Melphalan,1,Halothane,0,Methadone,0,
874,Mercaptopuine,Mercaptopurine,Mercaptopurine,1,Atropine,0,Meropenem,0,
875,eropenem,Meropenem,Meropenem,1,Meropenem/vaborbactam,0,Ergometrine,0,
876,eropeem,Meropenem,Meropenem,1,Meropenem/vaborbactam,0,Norethisterone enantate,0,
877,Mefropenem,Meropenem,Meropenem,1,Meropenem/vaborbactam,0,Mefloquine,0,
878,MefropenKem,Meropenem,Meropenem,1,Meropenem/vaborbactam,0,Mefloquine,0,
879,Meropenem/vaborbactCm,Meropenem/vaborbactam,Meropenem/vaborbactam,1,Meropenem,0,Atropine,0,
880,Meropenem/vabcorbactam,Meropenem/vaborbactam,Meropenem/vaborbactam,1,Meropenem,0,Paracetamol,0,
881,Meropenemw/vaborbactam,Meropenem/vaborbactam,Meropenem/vaborbactam,1,Meropenem,0,Paracetamol,0,
882,MeroUpenemw/vaborbactam,Meropenem/vaborbactam,Meropenem/vaborbactam,1,Meropenem,0,Paracetamol,0,
883,Msna,Mesna,Mesna,1,Artesunate/amodiaquine,0,Artesunate,0,
884,Msa,Mesna,Mesna,1,Condoms,0,Diaphragms,0,
885,Mesca,Mesna,Mesna,1,Dimercaprol,0,Mercaptopurine,0,
886,MetformiMetformin,Metformin,Metformin,1,Trimethoprim,0,Permethrin,0,
887,MetformiMeformin,Metformin,Metformin,1,Mefloquine,0,Trimethoprim,0,
888,MeBformin,Metformin,Metformin,1,Mefloquine,0,Water for injection,0,
889,MeBfcrmin,Metformin,Metformin,1,Artemether/lumefantrine,0,Deferoxamine,0,
890,Metformtin,Metformin,Metformin,1,Eflornithine,0,Ivermectin,0,
891,MetforLmtin,Metformin,Metformin,1,Eflornithine,0,Cefazolin,0,
892,Methadohne,Methadone,Methadone,1,Betamethasone,0,Dexamethasone,0,
893,Methimzole,Methimazole,Methimazole,1,Metronidazole,0,Fomepizole,0,
894,Methimole,Methimazole,Methimazole,1,Methadone,0,Metronidazole,0,
895,Methiomazole,Methimazole,Methimazole,1,Isoniazid/pyridoxine/sulfamethoxazole/trimethoprim,0,Sulfamethoxazole/trimethoprim,0,
896,MethViomazole,Methimazole,Methimazole,1,Miconazole,0,Metronidazole,0,
897,Meqthotrexate,Methotrexate,Methotrexate,1,Urea,0,Meglumine iotroxate,0,
898,MeqNthotrexate,Methotrexate,Methotrexate,1,Urea,0,Meglumine iotroxate,0,
899,Methotrexaqte,Methotrexate,Methotrexate,1,Urea,0,Meglumine iotroxate,0,
900,Methotrexagqte,Methotrexate,Methotrexate,1,Urea,0,Methadone,0,
901,Methldopa,Methyldopa,Methyldopa,1,Methadone,0,Metoclopramide,0,
902,Mehyldopa,Methyldopa,Methyldopa,1,Phenoxymethylpenicillin,0,Methylprednisolone,0,
903,MehyldopMehyldopa,Methyldopa,Methyldopa,1,Dopamine,0,Melphalan,0,
904,Metwhyldopa,Methyldopa,Methyldopa,1,Methadone,0,Methylprednisolone,0,
905,Metwhyldotpa,Methyldopa,Methyldopa,1,Methotrexate,0,Methadone,0,
906,Methylrednisolone,Methylprednisolone,Methylprednisolone,1,Prednisolone,0,Isoflurane,0,
907,Methylrednisolone,Methylprednisolone,Methylprednisolone,1,Prednisolone,0,Isoflurane,0,
908,Methyltkhioninium chloride,Methylthioninium chloride,Methylthioninium chloride,1,Sodium chloride,0,Fluoride,0,
909,Methyltkhioninium chlHoride,Methylthioninium chloride,Methylthioninium chloride,1,Sodium chloride,0,Fluoride,0,
910,MethylthioniniPum chloride,Methylthioninium chloride,Methylthioninium chloride,1,Sodium chloride,0,Fluoride,0,
911,Methylthioninium hloride,Methylthioninium chloride,Methylthioninium chloride,1,Sodium chloride,0,Amiloride,0,
912,Methylthioninium hlride,Methylthioninium chloride,Methylthioninium chloride,1,Sodium chloride,0,Methyldopa,0,
913,Metoclopraide,Metoclopramide,Metoclopramide,1,Loperamide,0,Fluoride,0,
914,Metclopraide,Metoclopramide,Metoclopramide,1,Loperamide,0,Fluoride,0,
915,Metoonidazole,Metronidazole,Metronidazole,1,Methimazole,0,Mebendazole,0,
916,Metqonidazole,Metronidazole,Metronidazole,1,Mebendazole,0,Methimazole,0,
917,fMetronidazole,Metronidazole,Metronidazole,1,Fexinidazole,0,Methimazole,0,
918,fMetronidazoTle,Metronidazole,Metronidazole,1,Fexinidazole,0,Methimazole,0,
919,Metroneidazole,Metronidazole,Metronidazole,1,Mebendazole,0,Methimazole,0,
920,MFicafungin,Micafungin,Micafungin,1,Quinine,0,Amodiaquine,0,
921,MicaYungin,Micafungin,Micafungin,1,Amodiaquine,0,Amikacin,0,
922,Miafungin,Micafungin,Micafungin,1,Amodiaquine,0,Artesunate/amodiaquine,0,
923,Mifungin,Micafungin,Micafungin,1,Rifabutin,0,Lamivudine,0,
924,Miconazxle,Miconazole,Miconazole,1,Itraconazole,0,Voriconazole,0,
925,MiconRzxle,Miconazole,Miconazole,1,Itraconazole,0,Voriconazole,0,
926,Miconazzole,Miconazole,Miconazole,1,Itraconazole,0,Voriconazole,0,
927,Miconazzrole,Miconazole,Miconazole,1,Itraconazole,0,Voriconazole,0,
928,xMiconazole,Miconazole,Miconazole,1,Voriconazole,0,Itraconazole,0,
929,xMbiconazole,Miconazole,Miconazole,1,Itraconazole,0,Voriconazole,0,
930,Midanolam,Midazolam,Midazolam,1,Mannitol,0,Metronidazole,0,
931,Miudazolam,Midazolam,Midazolam,1,Metronidazole,0,Miconazole,0,
932,Miudaczolam,Midazolam,Midazolam,1,Acetazolamide,0,Metronidazole,0,
933,MifepriAtone,Mifepristone,Mifepristone,1,Omeprazole,0,Nifedipine,0,
934,MinepriAtone,Mifepristone,Mifepristone,1,Epinephrine,0,Omeprazole,0,
935,MifeprisWtone,Mifepristone,Mifepristone,1,Nifedipine,0,Methylprednisolone,0,
936,Miltefsine,Miltefosine,Miltefosine,1,Mefloquine,0,Vinblastine,0,
937,MiltefoBine,Miltefosine,Miltefosine,1,Mefloquine,0,Gemcitabine,0,
938,Miltfosine,Miltefosine,Miltefosine,1,Flucytosine,0,Metformin,0,
939,iltfosine,Miltefosine,Miltefosine,1,Flucytosine,0,Iodine,0,
940,Mophine,Morphine,Morphine,1,Amlodipine,0,Atropine,0,
941,Mphine,Morphine,Morphine,1,Lidocaine/epinephrine,0,Epinephrine,0,
942,Morphie,Morphine,Morphine,1,Haemophilus influenzae type b vaccine,0,Amiloride,0,
943,Moxifloxamin,Moxifloxacin,Moxifloxacin,1,Ofloxacin,0,Levofloxacin,0,
944,Multiple microntrient powder,Multiple micronutrient powder,Multiple micronutrient powder,1,Multiple micronutrient supplement,0,Etoposide,0,
945,Multipl micronutrient powder,Multiple micronutrient powder,Multiple micronutrient powder,1,Multiple micronutrient supplement,0,Etoposide,0,
946,Multniple micronutrient supplement,Multiple micronutrient supplement,Multiple micronutrient supplement,1,Multiple micronutrient powder,0,Plazomicin,0,
947,Mumps svaccine,Mumps vaccine,Mumps vaccine,1,Measles vaccine,0,Tetanus vaccine,0,
948,Mumps svNaccine,Mumps vaccine,Mumps vaccine,1,Tetanus vaccine,0,Measles vaccine,0,
949,Mumps vaccinMumps vaccine,Mumps vaccine,Mumps vaccine,1,Typhoid vaccine,0,BCG vaccine,0,
950,Mumps vacciMne,Mumps vaccine,Mumps vaccine,1,Measles vaccine,0,Tetanus vaccine,0,
951,Mumps vacciiMne,Mumps vaccine,Mumps vaccine,1,Tetanus vaccine,0,Measles vaccine,0,
952,MupirociKMupirocin,Mupirocin,Mupirocin,1,Bupropion,0,Iodine,0,
953,MupirociKMupirocMn,Mupirocin,Mupirocin,1,Bupropion,0,Ampicillin,0,
954,Nraloxone,Naloxone,Naloxone,1,Ceftriaxone,0,Halothane,0,
955,Nraloxoine,Naloxone,Naloxone,1,Sertraline,0,Iodine,0,
956,Naloone,Naloxone,Naloxone,1,Long-acting insulin analogues,0,Phytomenadione,0,
957,Ntamycin,Natamycin,Natamycin,1,Gentamicin,0,Clindamycin,0,
958,NatamyciNatamycin,Natamycin,Natamycin,1,Clindamycin,0,Gentamicin,0,
959,NatamyciNatamyciNatamyciNatamycin,Natamycin,Natamycin,1,Clindamycin,0,Gentamicin,0,
960,NeoRstigmine,Neostigmine,Neostigmine,1,Thiamine,0,Pyridostigmine,0,
961,NSeoRstigmine,Neostigmine,Neostigmine,1,Thiamine,0,Pyridostigmine,0,
962,Neostigmne,Neostigmine,Neostigmine,1,Pyridostigmine,0,Cefotaxime,0,
963,NeostigmnNeostigmne,Neostigmine,Neostigmine,1,Colistin,0,Thiamine,0,
964,Neviraapine,Nevirapine,Nevirapine,1,Tetracaine,0,Nifedipine,0,
965,Neviraine,Nevirapine,Nevirapine,1,Lidocaine/epinephrine,0,Tetracaine,0,
966,Nevirapile,Nevirapine,Nevirapine,1,Glecaprevir/pibrentasvir,0,Verapamil,0,
967,NevArapile,Nevirapine,Nevirapine,1,Enalapril,0,Verapamil,0,
968,Niclosaide,Niclosamide,Niclosamide,1,Nicotinamide,0,Gliclazide,0,
969,Nicosaide,Niclosamide,Niclosamide,1,Nicotinamide,0,Ifosfamide,0,
970,iclosamide,Niclosamide,Niclosamide,1,Ifosfamide,0,Nicotinamide,0,
971,Nicotinmide,Nicotinamide,Nicotinamide,1,Niclosamide,0,Nilotinib,0,
972,NicoTinamide,Nicotinamide,Nicotinamide,1,Niclosamide,0,Ethionamide,0,
973,vNicotine replacement therapy,Nicotine replacement therapy,Nicotine replacement therapy,1,Codeine,0,Artemether,0,
974,icotine replacement therapy,Nicotine replacement therapy,Nicotine replacement therapy,1,Codeine,0,Artemether,0,
975,icotine eplacement therapy,Nicotine replacement therapy,Nicotine replacement therapy,1,Codeine,0,Artemether,0,
976,Nifedlipine,Nifedipine,Nifedipine,1,Nevirapine,0,Mifepristone,0,
977,NifedliVpine,Nifedipine,Nifedipine,1,Nevirapine,0,Iodine,0,
978,Nrfedipine,Nifedipine,Nifedipine,1,Nevirapine,0,Amlodipine,0,
979,Nrcedipine,Nifedipine,Nifedipine,1,Nevirapine,0,Amlodipine,0,
980,Nifurtiox,Nifurtimox,Nifurtimox,1,Nitrofurantoin,0,Arsenic trioxide,0,
981,Nifurtox,Nifurtimox,Nifurtimox,1,Nitrofurantoin,0,Cefuroxime,0,
982,Nifurtimohx,Nifurtimox,Nifurtimox,1,Timolol,0,Nitrofurantoin,0,
983,NifurtimBohx,Nifurtimox,Nifurtimox,1,Nitrofurantoin,0,Timolol,0,
984,Nifugrtimox,Nifurtimox,Nifurtimox,1,Timolol,0,Filgrastim,0,
985,NifugrtimoSx,Nifurtimox,Nifurtimox,1,Timolol,0,Filgrastim,0,
986,Nielotinib,Nilotinib,Nilotinib,1,Erlotinib,0,Imatinib,0,
987,NPielotinib,Nilotinib,Nilotinib,1,Erlotinib,0,Imatinib,0,
988,Nilotinb,Nilotinib,Nilotinib,1,Erlotinib,0,Nicotinamide,0,
989,Niltinb,Nilotinib,Nilotinib,1,Imatinib,0,Varenicline,0,
990,Nitrofuorantoin,Nitrofurantoin,Nitrofurantoin,1,Urea,0,Ranitidine,0,
991,vNitrofuorantoin,Nitrofurantoin,Nitrofurantoin,1,Urea,0,Ranitidine,0,
992,Nitrofurantin,Nitrofurantoin,Nitrofurantoin,1,Urea,0,Tioguanine,0,
993,Nitrofurntin,Nitrofurantoin,Nitrofurantoin,1,Nifurtimox,0,Retinol,0,
994,Nitxrofurantoin,Nitrofurantoin,Nitrofurantoin,1,Urea,0,Ranitidine,0,
995,Nitrous orxide,Nitrous oxide,Nitrous oxide,1,Isosorbide dinitrate,0,Ipratropium bromide,0,
996,Ntrous oxide,Nitrous oxide,Nitrous oxide,1,Sodium nitroprusside,0,Ipratropium bromide,0,
997,Ntrous oide,Nitrous oxide,Nitrous oxide,1,Sodium nitroprusside,0,Ipratropium bromide,0,
998,Nitrous loxide,Nitrous oxide,Nitrous oxide,1,Ipratropium bromide,0,Arsenic trioxide,0,
999,Nitrous loxidse,Nitrous oxide,Nitrous oxide,1,Ipratropium bromide,0,Arsenic trioxide,0,
1000,NivoZumab,Nivolumab,Nivolumab,1,Bevacizumab,0,Rituximab,0,
1001,NivoZumaENivoZumab,Nivolumab,Nivolumab,1,Bevacizumab,0,Mannitol,0,
1002,Nivolumalb,Nivolumab,Nivolumab,1,Rituximab,0,Isoflurane,0,
1003,ENivolumalb,Nivolumab,Nivolumab,1,Bevacizumab,0,Ethanol,0,
1004,ivolumab,Nivolumab,Nivolumab,1,Rituximab,0,Adalimumab,0,
1005,ivolumaivolumab,Nivolumab,Nivolumab,1,Mannitol,0,Adalimumab,0,
1006,Norezhisterone enantate,Norethisterone enantate,Norethisterone enantate,1,Medroxyprogesterone acetate,0,Ethinylestradiol/norethisterone,0,
1007,Normal ummunoglobulin,Normal immunoglobulin,Normal immunoglobulin,1,Antivenom immunoglobulin,0,Anti-rabies immunoglobulin,0,
1008,Normal immunoglobuliGNormal immunoglobulin,Normal immunoglobulin,Normal immunoglobulin,1,Anti-rabies immunoglobulin,0,Anti-tetanus immunoglobulin,0,
1009,NyWstatin,Nystatin,Nystatin,1,Simvastatin,0,Dasatinib,0,
1010,NysLatin,Nystatin,Nystatin,1,Cisplatin,0,Vinblastine,0,
1011,Oflxacin,Ofloxacin,Ofloxacin,1,Moxifloxacin,0,Levofloxacin,0,
1012,Ombitasvrr/paritaprevir/ritonavir,Ombitasvir/paritaprevir/ritonavir,Ombitasvir/paritaprevir/ritonavir,1,Ritonavir,0,Lopinavir/ritonavir,0,
1013,Ombitasvrr/paritaprevir/ritonavFr,Ombitasvir/paritaprevir/ritonavir,Ombitasvir/paritaprevir/ritonavir,1,Ritonavir,0,Lopinavir/ritonavir,0,
1014,Ombitasvir/paritaprevirritonavir,Ombitasvir/paritaprevir/ritonavir,Ombitasvir/paritaprevir/ritonavir,1,Ritonavir,0,Atazanavir/ritonavir,0,
1015,Omepraole,Omeprazole,Omeprazole,1,Fomepizole,0,Metronidazole,0,
1016,Omaprazole,Omeprazole,Omeprazole,1,Fomepizole,0,Voriconazole,0,
1017,tndansetron,Ondansetron,Ondansetron,1,All-trans retinoic acid,0,Dapsone,0,
1018,OndansetroAOndansetron,Ondansetron,Ondansetron,1,Anastrozole,0,Metronidazole,0,
1019,Oral rehdration salts,Oral rehydration salts,Oral rehydration salts,1,Ephedrine,0,Coal tar,0,
1020,Oral rehdratin salts,Oral rehydration salts,Oral rehydration salts,1,Ephedrine,0,Coal tar,0,
1021,Oral rehydraPtion salts,Oral rehydration salts,Oral rehydration salts,1,Hydralazine,0,Coal tar,0,
1022,OrRal rehydraPtion salts,Oral rehydration salts,Oral rehydration salts,1,Hydralazine,0,Ferrous salt,0,
1023,Oshltamivir,Oseltamivir,Oseltamivir,1,Dolutegravir,0,Dolutegravir/lamivudine/tenofovir,0,
1024,OshltQmivir,Oseltamivir,Oseltamivir,1,Dolutegravir,0,Dolutegravir/lamivudine/tenofovir,0,
1025,Oseltameivir,Oseltamivir,Oseltamivir,1,Dolutegravir,0,Entecavir,0,
1026,TOxaliplatin,Oxaliplatin,Oxaliplatin,1,Cisplatin,0,Enoxaparin,0,
1027,TOxaliplaytin,Oxaliplatin,Oxaliplatin,1,Cisplatin,0,Enoxaparin,0,
1028,Oxamniquijne,Oxamniquine,Oxamniquine,1,Amodiaquine,0,Quinine,0,
1029,OxamniquijCne,Oxamniquine,Oxamniquine,1,Amodiaquine,0,Quinine,0,
